Notes,Year,Year Code,Month,Month Code,State,State Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2001,2001,"Dec., 2001",2001/12,Mississippi,28,68,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Missouri,29,303,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Montana,30,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Nebraska,31,74,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Nevada,32,132,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,New Hampshire,33,47,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,New Jersey,34,563,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,New Mexico,35,87,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,New York,36,1106,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,North Carolina,37,427,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,North Dakota,38,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Ohio,39,670,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Oklahoma,40,152,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Oregon,41,188,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Pennsylvania,42,854,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Rhode Island,44,86,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,South Carolina,45,223,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,South Dakota,46,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Tennessee,47,350,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Texas,48,912,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Utah,49,93,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Vermont,50,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Virginia,51,401,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Washington,53,361,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,West Virginia,54,112,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Wisconsin,55,249,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2001,2001,"Dec., 2001",2001/12,Wyoming,56,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2002,2002,"Jan., 2002",2002/01,Alabama,1,303,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Alaska,2,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Arizona,4,436,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Arkansas,5,126,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,California,6,2257,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Jan., 2002",2002/01,Colorado,8,279,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Connecticut,9,319,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Delaware,10,72,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,District of Columbia,11,31,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Florida,12,1527,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Jan., 2002",2002/01,Georgia,13,464,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Hawaii,15,63,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Idaho,16,64,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Illinois,17,711,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Indiana,18,398,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Iowa,19,141,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Kansas,20,113,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Kentucky,21,234,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Louisiana,22,244,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Maine,23,80,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Maryland,24,419,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Massachusetts,25,658,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Michigan,26,514,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Minnesota,27,228,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Mississippi,28,89,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Missouri,29,359,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Montana,30,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Nebraska,31,84,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Nevada,32,131,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,New Hampshire,33,52,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,New Jersey,34,743,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,New Mexico,35,72,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,New York,36,1385,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Jan., 2002",2002/01,North Carolina,37,466,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,North Dakota,38,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Ohio,39,757,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Oklahoma,40,184,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Oregon,41,226,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Pennsylvania,42,1111,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Jan., 2002",2002/01,Rhode Island,44,100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,South Carolina,45,275,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,South Dakota,46,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Tennessee,47,382,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Texas,48,1267,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Jan., 2002",2002/01,Utah,49,116,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Vermont,50,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2002,2002,"Jan., 2002",2002/01,Virginia,51,423,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Washington,53,382,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,West Virginia,54,102,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Wisconsin,55,276,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Jan., 2002",2002/01,Wyoming,56,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Alabama,1,320,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Alaska,2,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Arizona,4,479,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Arkansas,5,134,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,California,6,2360,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Feb., 2002",2002/02,Colorado,8,282,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Connecticut,9,315,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Delaware,10,73,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,District of Columbia,11,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Florida,12,1414,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Feb., 2002",2002/02,Georgia,13,498,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Hawaii,15,65,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Idaho,16,75,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Illinois,17,779,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Indiana,18,404,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Iowa,19,138,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Kansas,20,159,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Kentucky,21,238,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Louisiana,22,288,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Maine,23,68,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Maryland,24,408,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Massachusetts,25,679,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Michigan,26,608,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Minnesota,27,226,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Mississippi,28,105,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Missouri,29,329,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Montana,30,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Nebraska,31,84,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Nevada,32,170,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,New Hampshire,33,66,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,New Jersey,34,617,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,New Mexico,35,95,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,New York,36,1310,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Feb., 2002",2002/02,North Carolina,37,519,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,North Dakota,38,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Ohio,39,863,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Oklahoma,40,184,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Oregon,41,198,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Pennsylvania,42,1016,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Rhode Island,44,104,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,South Carolina,45,269,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,South Dakota,46,38,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Tennessee,47,391,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Texas,48,1165,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Feb., 2002",2002/02,Utah,49,122,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Vermont,50,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Virginia,51,424,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Washington,53,385,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,West Virginia,54,112,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Wisconsin,55,316,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Feb., 2002",2002/02,Wyoming,56,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Alabama,1,354,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Alaska,2,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2002,2002,"Mar., 2002",2002/03,Arizona,4,548,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Arkansas,5,131,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,California,6,2492,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Mar., 2002",2002/03,Colorado,8,278,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Connecticut,9,271,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Delaware,10,77,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,District of Columbia,11,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Florida,12,1467,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Mar., 2002",2002/03,Georgia,13,456,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Hawaii,15,79,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Idaho,16,62,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Illinois,17,904,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Indiana,18,433,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Iowa,19,181,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Kansas,20,141,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Kentucky,21,249,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Louisiana,22,279,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Maine,23,82,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Maryland,24,341,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Massachusetts,25,646,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Michigan,26,675,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Minnesota,27,277,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Mississippi,28,112,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Missouri,29,456,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Montana,30,33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Nebraska,31,97,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Nevada,32,182,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,New Hampshire,33,78,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,New Jersey,34,612,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,New Mexico,35,105,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,New York,36,1292,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Mar., 2002",2002/03,North Carolina,37,639,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,North Dakota,38,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Ohio,39,958,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Oklahoma,40,225,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Oregon,41,263,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Pennsylvania,42,1102,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Rhode Island,44,111,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,South Carolina,45,336,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,South Dakota,46,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Tennessee,47,456,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Texas,48,1113,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Mar., 2002",2002/03,Utah,49,130,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Vermont,50,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Virginia,51,525,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Washington,53,443,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,West Virginia,54,144,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Wisconsin,55,326,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Mar., 2002",2002/03,Wyoming,56,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Alabama,1,254,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Alaska,2,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Arizona,4,387,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Arkansas,5,121,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,California,6,2037,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Apr., 2002",2002/04,Colorado,8,229,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Connecticut,9,231,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Delaware,10,57,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,District of Columbia,11,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Florida,12,1231,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2002,2002,"Apr., 2002",2002/04,Georgia,13,384,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Hawaii,15,60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Idaho,16,46,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Illinois,17,691,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Indiana,18,331,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Iowa,19,111,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Kansas,20,108,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Kentucky,21,192,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Louisiana,22,209,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Maine,23,64,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Maryland,24,303,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Massachusetts,25,538,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Michigan,26,525,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Minnesota,27,194,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Mississippi,28,90,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Missouri,29,315,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Montana,30,44,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Nebraska,31,85,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Nevada,32,155,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,New Hampshire,33,41,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,New Jersey,34,500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,New Mexico,35,65,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,New York,36,1083,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,North Carolina,37,400,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,North Dakota,38,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Ohio,39,739,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Oklahoma,40,155,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2002,2002,"Apr., 2002",2002/04,Oregon,41,178,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
