State,Month,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean,Deaths,% of Total Deaths
California,6,2000,12.322580165034966,0.03065847972027972,1.3916532041958043,0.4246976307692308,1623,0.10%
California,6,2001,14.169078816431321,0.031469453145057766,1.8910779666238768,0.3951695295250321,1818,0.10%
California,6,2002,10.922905505705705,0.03314392012012012,1.4712741708708708,0.3573545357357358,1662,0.10%
California,6,2003,10.607830728882833,0.03649839373297003,1.3969605102179836,0.3684270211171662,1736,0.10%
California,6,2004,9.403574391752578,0.034368016936671575,1.6949131299705449,0.36893317120765834,1498,0.10%
California,6,2005,8.525814529829546,0.03098589346590909,1.1891543955965909,0.2934717379261364,1612,0.10%
California,6,2006,10.70926047270115,0.03313743390804598,1.314337180316092,0.3112077686781609,1615,0.10%
California,6,2007,8.627330384915474,0.031911975292587776,1.1090564954486346,0.2626447789336801,1582,0.10%
California,6,2008,9.753065444585987,0.03646234012738853,1.2425942713375797,0.31533070254777074,1574,0.10%
California,6,2009,7.492678264445955,0.02988981849082257,0.9591241791298437,0.2433174949014276,1615,0.10%
California,6,2010,7.117970842259721,0.031155079236977256,0.6255561438004402,0.2396985319148936,1570,0.10%
California,7,2000,12.2811553420026,0.026839189856957088,1.4915394161248374,0.35410205266579975,1577,0.10%
California,7,2001,12.370355706064357,0.02791842326732673,1.8366345327970297,0.36582687159653465,1676,0.10%
California,7,2002,11.236211003785488,0.030255555835962143,1.862895351735016,0.3384782876971609,1577,0.10%
California,7,2003,12.395464789037604,0.029509766093052902,1.9322080229445506,0.41915704780114726,1667,0.10%
California,7,2004,9.840813375170532,0.028374609822646658,1.6560650470668485,0.3350088021828104,1490,0.10%
California,7,2005,10.300023880534082,0.029157801124385103,2.117986286718201,0.3503919652143359,1609,0.10%
California,7,2006,10.19695207472826,0.028487995923913045,1.4356580808423913,0.2956742751358696,1687,0.10%
California,7,2007,8.289924255400255,0.026449007623888184,1.0240666048284626,0.2626725457433291,1494,0.10%
California,7,2008,8.97633914497717,0.030832108447488585,1.086952928652968,0.28682574257990867,1525,0.10%
California,7,2009,8.702256219844358,0.02943701232166018,0.9193262665369649,0.25818189105058365,1591,0.10%
California,7,2010,7.8515200521361335,0.03026450036205648,0.707519103186097,0.23828227878349023,1545,0.10%
California,8,2000,14.335671875989446,0.027200426121372034,1.8660999980211082,0.433842882585752,1547,0.10%
California,8,2001,14.53728687515763,0.026985588902900377,1.8716155384615385,0.4165196651954603,1471,0.10%
California,8,2002,13.722020596692111,0.03320000763358779,1.5041589039440204,0.4589687290076336,1502,0.10%
California,8,2003,12.53660585858586,0.027962148148148146,1.5675399168350168,0.42860922289562287,1549,0.10%
California,8,2004,10.705866331071913,0.028856018995929444,1.9887209111261874,0.3133202157394844,1563,0.10%
California,8,2005,11.096509536419333,0.029771183798502382,2.0505727055820286,0.33582482028590876,1557,0.10%
California,8,2006,9.99454679644128,0.031067547330960853,1.5511494569395017,0.2870187693950178,1519,0.10%
California,8,2007,9.957181927536231,0.029460072463768118,1.1261933498023715,0.30428051054018446,1433,0.10%
California,8,2008,8.774282977011493,0.027038247126436783,0.9427216649425287,0.2518775977011494,1504,0.10%
California,8,2009,10.51052410996119,0.029766426908150064,0.866562628072445,0.3273964075032342,1580,0.10%
California,8,2010,10.217791405898877,0.028355497191011235,0.6619470351123595,0.2531043047752809,1531,0.10%
California,9,2000,16.6362293632287,0.02531021076233184,1.776573649476831,0.4907246614349776,1550,0.10%
California,9,2001,17.160668633607074,0.02638214592545799,2.0844089977890086,0.4973050025268478,1500,0.10%
California,9,2002,17.17359656459948,0.028532751937984498,1.8244240051679588,0.5243813223514212,1518,0.10%
California,9,2003,14.546862237891737,0.03028600284900285,1.6053867571225071,0.476932094017094,1561,0.10%
California,9,2004,14.959138941095889,0.03147674794520548,2.2368842616438354,0.4185481869863013,1453,0.10%
California,9,2005,13.517463491643454,0.02842290947075209,1.9419246559888579,0.3846684749303621,1438,0.10%
California,9,2006,13.351253387905604,0.028863510324483775,1.5009612072271385,0.34639484218289085,1517,0.10%
California,9,2007,10.634737324742268,0.029096628865979378,1.1462997731958764,0.33860365463917524,1397,0.10%
California,9,2008,11.471645349753693,0.029005713054187192,1.0435375671182265,0.319131362684729,1376,0.10%
California,9,2009,11.963806491631798,0.029335408647140862,0.968317190725244,0.34167225034867504,1461,0.10%
California,9,2010,13.64982939516129,0.027479782258064515,0.7705407607526882,0.34108271572580645,1494,0.10%
California,10,2000,16.783104755971596,0.023645103292446738,1.7372956972240154,0.5645806097482247,1622,0.10%
California,10,2001,21.8330435,0.024307346793349168,1.9252957315914487,0.7014476294536818,1629,0.10%
California,10,2002,18.487178563918757,0.0285918733572282,1.6339709743130226,0.6122780418160095,1712,0.10%
California,10,2003,20.624261367053997,0.02532710868079289,1.4118496425153795,0.6992433349282297,1622,0.10%
California,10,2004,15.880953514705883,0.024831886363636365,2.1133516343582888,0.4913040989304813,1589,0.10%
California,10,2005,16.407304032122905,0.023881400837988828,1.748961722765363,0.4730119490223464,1653,0.10%
California,10,2006,15.649594843661971,0.02548510704225352,1.5016291866197182,0.44741402676056335,1626,0.10%
California,10,2007,16.122166788578372,0.024050620899149455,1.3623505036452006,0.5175400048602673,1635,0.10%
California,10,2008,17.586118031782064,0.02439334506242906,1.2461813024971624,0.46154839897843364,1534,0.10%
California,10,2009,13.840189266853933,0.024484933286516856,0.8073980653089887,0.4054545115870787,1823,0.10%
California,10,2010,12.335828048016701,0.024363552540013916,0.5476468928322895,0.3085840842032011,1522,0.10%
California,11,2000,24.352869882078615,0.014590974683544304,2.041186081279147,0.9738665163224517,1814,0.10%
California,11,2001,22.492816012594457,0.016674758186397985,1.7131624546599495,0.88127365302267,1747,0.10%
California,11,2002,23.555592718015664,0.017540930809399478,1.9109689738903395,0.9116982036553525,1778,0.10%
California,11,2003,19.14465905726257,0.016758488826815642,1.259717592877095,0.6818468603351956,1892,0.10%
California,11,2004,18.821266056277054,0.017734968253968253,2.1738128383838387,0.6282803823953824,1700,0.10%
California,11,2005,20.022972703056766,0.018289915574963612,1.7334520880640465,0.6571349803493449,1720,0.10%
California,11,2006,18.973971646888565,0.01804420984081042,1.6699931620839363,0.5944050195369031,1708,0.10%
California,11,2007,18.590706578879587,0.01880071732131359,1.1693684378622022,0.5764102247263361,1674,0.10%
California,11,2008,17.512875158139536,0.017006406976744187,1.225148176744186,0.5298797813953489,1597,0.10%
California,11,2009,19.263578148202495,0.018570691122523846,0.9093479479090242,0.5710438305209098,1898,0.10%
California,11,2010,15.92506772861357,0.01986078318584071,0.6215345412979351,0.43314535029498524,1657,0.10%
California,12,2000,27.78662746553966,0.011322927178153445,2.4339105292587777,1.2325882841352405,2106,0.10%
California,12,2001,20.661384591911762,0.014818258578431373,1.80038168627451,0.9588931194852941,2093,0.10%
California,12,2002,21.393524319148934,0.016937018617021276,1.608452407579787,0.9078080412234043,1976,0.10%
California,12,2003,21.278466785333332,0.014406872,1.4773108786666664,0.864083538,3012,0.10%
California,12,2004,19.692274931772577,0.015464024080267558,2.0144239250836122,0.7089935337792641,2013,0.10%
California,12,2005,19.74486958208955,0.013569023066485754,1.7389608364993216,0.7224705006784261,2634,0.10%
California,12,2006,19.49327087613293,0.015168493454179255,1.6737358288016113,0.7080347828130246,1934,0.10%
California,12,2007,16.217355890914614,0.018298212701306594,1.1317496031601337,0.5300466165299301,1894,0.10%
California,12,2008,16.49897623496027,0.015448975028376844,1.1798793842224744,0.49096720998864923,1857,0.10%
California,12,2009,18.694545432226832,0.015190847856154911,1.029541807745505,0.5687261199861687,2072,0.10%
California,12,2010,15.761018438108485,0.016060422809457582,0.7448089130737136,0.4558646230876217,1927,0.10%
