,State,Month,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean,Deaths,% of Total Deaths,T-1,D-1,o3-1,SO2-1,CO-1,C_D,C_o3,C_SO2,C_CO
114,California,11,2004,18.821266056277054,0.0177349682539682,2.1738128383838387,0.6282803823953824,1700,0.10%,0.0,1892.0,0.0167584888268156,1.259717592877095,0.6818468603351956,-192.0,0.0009764794271526003,0.9140952455067437,-0.05356647793981317
115,California,11,2005,20.02297270305677,0.0182899155749636,1.7334520880640465,0.6571349803493449,1720,0.10%,0.0,1700.0,0.0177349682539682,2.1738128383838387,0.6282803823953824,20.0,0.0005549473209954005,-0.44036075031979216,0.028854597953962502
116,California,11,2006,18.973971646888565,0.0180442098408104,1.6699931620839363,0.5944050195369031,1708,0.10%,0.0,1720.0,0.0182899155749636,1.7334520880640465,0.6571349803493449,-12.0,-0.00024570573415320235,-0.06345892598011016,-0.06272996081244187
117,California,11,2007,18.590706578879587,0.0188007173213135,1.1693684378622022,0.5764102247263361,1674,0.10%,0.0,1708.0,0.0180442098408104,1.6699931620839363,0.5944050195369031,-34.0,0.0007565074805031026,-0.5006247242217341,-0.017994794810566983
118,California,11,2008,17.512875158139536,0.0170064069767441,1.225148176744186,0.5298797813953489,1597,0.10%,0.0,1674.0,0.0188007173213135,1.1693684378622022,0.5764102247263361,-77.0,-0.0017943103445694011,0.05577973888198384,-0.046530443330987215
119,California,11,2009,19.26357814820249,0.0185706911225238,0.9093479479090242,0.5710438305209098,1898,0.10%,0.0,1597.0,0.0170064069767441,1.225148176744186,0.5298797813953489,301.0,0.0015642841457797,-0.3158002288351619,0.04116404912556093
120,California,11,2010,15.92506772861357,0.0198607831858407,0.6215345412979351,0.4331453502949852,1657,0.10%,0.0,1898.0,0.0185706911225238,0.9093479479090242,0.5710438305209098,-241.0,0.0012900920633169,-0.2878134066110891,-0.1378984802259246
121,California,12,2000,27.78662746553966,0.0113229271781534,2.4339105292587777,1.2325882841352405,2106,0.10%,1.0,1657.0,0.0198607831858407,0.6215345412979351,0.4331453502949852,0.0,0.0,0.0,0.0
122,California,12,2001,20.66138459191176,0.0148182585784313,1.80038168627451,0.958893119485294,2093,0.10%,0.0,2106.0,0.0113229271781534,2.4339105292587777,1.2325882841352405,-13.0,0.0034953314002779,-0.6335288429842678,-0.2736951646499465
123,California,12,2002,21.39352431914893,0.0169370186170212,1.608452407579787,0.9078080412234044,1976,0.10%,0.0,2093.0,0.0148182585784313,1.80038168627451,0.958893119485294,-117.0,0.0021187600385898994,-0.19192927869472287,-0.05108507826188957
124,California,12,2003,21.27846678533333,0.014406872,1.4773108786666664,0.864083538,3012,0.10%,0.0,1976.0,0.0169370186170212,1.608452407579787,0.9078080412234044,1036.0,-0.0025301466170212002,-0.1311415289131206,-0.043724503223404376
125,California,12,2004,19.692274931772577,0.0154640240802675,2.014423925083612,0.7089935337792641,2013,0.10%,0.0,3012.0,0.014406872,1.4773108786666664,0.864083538,-999.0,0.0010571520802675014,0.5371130464169454,-0.15509000422073593
126,California,12,2005,19.74486958208955,0.0135690230664857,1.7389608364993216,0.7224705006784261,2634,0.10%,0.0,2013.0,0.0154640240802675,2.014423925083612,0.7089935337792641,621.0,-0.0018950010137818007,-0.27546308858429014,0.013476966899162002
127,California,12,2006,19.49327087613293,0.0151684934541792,1.673735828801611,0.7080347828130246,1934,0.10%,0.0,2634.0,0.0135690230664857,1.7389608364993216,0.7224705006784261,-700.0,0.0015994703876934992,-0.06522500769771056,-0.014435717865401543
128,California,12,2007,16.217355890914614,0.0182982127013065,1.1317496031601335,0.5300466165299301,1894,0.10%,0.0,1934.0,0.0151684934541792,1.673735828801611,0.7080347828130246,-40.0,0.003129719247127301,-0.5419862256414776,-0.17798816628309444
129,California,12,2008,16.49897623496027,0.0154489750283768,1.1798793842224744,0.4909672099886492,1857,0.10%,0.0,1894.0,0.0182982127013065,1.1317496031601335,0.5300466165299301,-37.0,-0.002849237672929701,0.04812978106234089,-0.03907940654128095
130,California,12,2009,18.694545432226832,0.0151908478561549,1.029541807745505,0.5687261199861687,2072,0.10%,0.0,1857.0,0.0154489750283768,1.1798793842224744,0.4909672099886492,215.0,-0.00025812717222189856,-0.15033757647696944,0.07775890999751955
131,California,12,2010,15.761018438108485,0.0160604228094575,0.7448089130737136,0.4558646230876217,1927,0.10%,0.0,2072.0,0.0151908478561549,1.029541807745505,0.5687261199861687,-145.0,0.000869574953302598,-0.2847328946717914,-0.11286149689854702
